Lab 11: Working with Raster Data - Part 2 Answers
Mason Harris
04/23/19

Exercise 1: In ArcMap
Mean - 27.36
Standard Deviation - 1.22
Sample Size - 34606


OBJECTID,pointid,grid_code,POINT_X,POINT_Y
5432,5432,27.0149994,-89.509796142578125,28.618633270263672
5433,5433,26.8599987,-89.468124389648437,28.618633270263672
5434,5434,26.9399986,-89.426452636718750,28.618633270263672
5435,5435,26.9499989,-89.384780883789063,28.618633270263672
5436,5436,26.7749996,-89.218093872070313,28.618633270263672
5437,5437,26.7799988,-89.176422119140625,28.618633270263672
5438,5438,26.8299999,-89.134750366210938,28.618633270263672
5439,5439,26.9899998,-89.093078613281250,28.618633270263672
5440,5440,26.9699993,-89.051406860351563,28.618633270263672
5441,5441,27.0649986,-89.009735107421875,28.618633270263672
5442,5442,27.1449986,-88.968063354492188,28.618633270263672
5443,5443,27.7349987,-88.509674072265511,28.618633270263672
5444,5444,27.7349987,-88.468002319335937,28.618633270263672
5445,5445,27.4349995,-88.426330566406250,28.618633270263672
5446,5446,27.8649998,-88.384658813476562,28.618633270263672
5447,5447,27.9599991,-88.342987060546875,28.618633270263672
5448,5448,27.9449997,-88.301315307617188,28.618633270263672
5449,5449,27.8249989,-88.259643554687500,28.618633270263672
5450,5450,27.6350002,-88.217971801757813,28.618633270263672
5451,5451,27.7099991,-87.717910766601506,28.618633270263672
5452,5452,27.6800003,-87.676239013671818,28.618633270263672
5453,5453,27.6700001,-87.634567260742131,28.618633270263672
5454,5454,27.6499996,-87.592895507812443,28.618633270263672
5455,5455,27.0550003,-87.551223754882756,28.618633270263672
5456,5456,27.0000000,-87.509552001953011,28.618633270263672
5457,5457,26.7999992,-87.467880249023324,28.618633270263672
5458,5458,26.5199986,-87.426208496093750,28.618633270263672
5459,5459,26.7500000,-87.384536743164062,28.618633270263672
5460,5460,26.6599998,-87.342864990234375,28.618633270263672
5461,5461,26.6999989,-87.301193237304688,28.618633270263672
5462,5462,26.8599987,-87.259521484375000,28.618633270263672
5463,5463,27.1700001,-87.217849731445313,28.618633270263672
5464,5464,27.4849987,-87.176177978515625,28.618633270263672
5465,5465,27.5450001,-87.134506225585938,28.618633270263672
5466,5466,27.5649986,-87.092834472656250,28.618633270263672
5467,5467,27.5149994,-87.051162719726563,28.618633270263672
5468,5468,27.5149994,-87.009490966796875,28.618633270263672
5469,5469,27.5799999,-86.967819213867188,28.618633270263672
5470,5470,27.5699997,-86.926147460937500,28.618633270263672
5471,5471,27.5000000,-86.884475708007813,28.618633270263672
5472,5472,27.4699993,-86.842803955078068,28.618633270263672
5473,5473,27.5249996,-86.801132202148381,28.618633270263672
5474,5474,27.5599995,-86.759460449218693,28.618633270263672
5475,5475,27.5599995,-86.717788696289006,28.618633270263672
5476,5476,27.6849995,-85.759338378906193,28.618633270263672
5477,5477,27.6849995,-85.717666625976506,28.618633270263672
5478,5478,27.6250000,-85.675994873046818,28.618633270263672
5479,5479,27.5499992,-85.634323120117131,28.618633270263672
5480,5480,27.5249996,-85.592651367187443,28.618633270263672
5481,5481,26.6800003,-85.467636108398381,28.618633270263672
5482,5482,26.6800003,-85.425964355468636,28.618633270263672
5483,5483,27.4300003,-85.342620849609375,28.618633270263672
5484,5484,27.1649990,-85.300949096679688,28.618633270263672
5485,5485,27.1149998,-85.259277343750000,28.618633270263672
5486,5486,26.6449986,-84.467514038085881,28.618633270263672
5487,5487,26.6649990,-84.425842285156193,28.618633270263672
5488,5488,26.8499985,-84.384170532226449,28.618633270263672
5489,5489,26.8499985,-84.342498779296761,28.618633270263672
5490,5490,27.0399990,-83.967453002929688,28.618633270263672
5491,5491,27.0649986,-83.925781250000000,28.618633270263672
5492,5492,27.0849991,-83.884109497070313,28.618633270263672
5493,5493,24.0849991,-83.634078979492131,28.618633270263672
5494,5494,24.0849991,-83.592407226562443,28.618633270263672
5495,5495,26.0000000,-83.550735473632756,28.618633270263672
5496,5496,26.2049999,-83.509063720703068,28.618633270263672
5497,5497,26.4799995,-83.467391967773381,28.618633270263672
5498,5498,26.5749989,-83.425720214843693,28.618633270263672
5499,5499,26.5799999,-83.384048461914006,28.618633270263672
5500,5500,26.6099987,-83.342376708984261,28.618633270263672
5501,5501,26.6649990,-83.300704956054574,28.618633270263672
5502,5502,26.5349998,-83.259033203125000,28.618633270263672
5503,5503,26.3699989,-83.217361450195313,28.618633270263672
5504,5504,26.3549995,-83.175689697265625,28.618633270263672
5505,5505,26.3400002,-83.134017944335938,28.618633270263672
5506,5506,26.2449989,-83.092346191406250,28.618633270263672
5507,5507,26.0749989,-83.050674438476562,28.618633270263672
5508,5508,25.8249989,-83.009002685546875,28.618633270263672
5509,5509,25.7500000,-82.967330932617188,28.618633270263672
5510,5510,25.5749989,-82.925659179687500,28.618633270263672
5511,5511,25.1599998,-82.883987426757813,28.618633270263672
5512,5512,24.9049988,-82.842315673828125,28.618633270263672
5513,5513,24.5599995,-82.800643920898438,28.618633270263672
5514,5514,24.2899990,-82.758972167968750,28.618633270263672
5515,5515,24.1399994,-82.717300415039063,28.618633270263672
5516,5516,23.8949986,-82.675628662109318,28.618633270263672
5517,5517,23.3099995,-82.633956909179631,28.618633270263672
5518,5518,23.1599998,-82.592285156249943,28.618633270263672
5519,5519,25.2799988,-80.800399780273438,28.618633270263672
5520,5520,25.2799988,-80.758728027343750,28.618633270263672
5521,5521,24.1949997,-80.717056274414063,28.618633270263672
5522,5522,24.2449989,-80.675384521484375,28.618633270263672
5523,5523,24.6649990,-80.633712768554688,28.618633270263672
5524,5524,26.3699989,-80.592041015624943,28.618633270263672
5525,5525,26.4049988,-80.550369262695256,28.618633270263672
5526,5526,26.3850002,-80.508697509765568,28.618633270263672
5527,5527,26.3949986,-80.467025756835881,28.618633270263672
5528,5528,26.4549999,-80.425354003906193,28.618633270263672
5529,5529,26.5299988,-80.383682250976506,28.618633270263672
5530,5530,26.5900002,-80.342010498046818,28.618633270263672
5531,5531,26.6199989,-80.300338745117131,28.618633270263672
5532,5532,26.7099991,-80.258666992187443,28.618633270263672
5533,5533,25.7699986,-95.302169799804688,28.576961517334041
5534,5534,25.7699986,-95.260498046875000,28.576961517334041
5535,5535,26.9300003,-95.218826293945313,28.576961517334041
5536,5536,26.9499989,-95.177154541015568,28.576961517334041
5537,5537,26.9749985,-95.135482788085881,28.576961517334041
5538,5538,27.0100002,-95.093811035156193,28.576961517334041
5539,5539,27.0799999,-95.052139282226506,28.576961517334041
5540,5540,27.1149998,-95.010467529296818,28.576961517334041
5541,5541,26.9499989,-94.968795776367131,28.576961517334041
5542,5542,26.9349995,-94.927124023437443,28.576961517334041
5543,5543,26.5699997,-90.759948730468693,28.576961517334041
5544,5544,26.6849995,-90.718276977539006,28.576961517334041
5545,5545,26.8249989,-90.676605224609318,28.576961517334041
5546,5546,26.9599991,-90.634933471679574,28.576961517334041
5547,5547,26.9599991,-90.593261718749886,28.576961517334041
5548,5548,27.0199986,-90.551589965820313,28.576961517334041
5549,5549,27.1299992,-90.509918212890625,28.576961517334041
5550,5550,27.2449989,-90.468246459960937,28.576961517334041
5551,5551,27.2999992,-90.426574707031250,28.576961517334041
5552,5552,27.3400002,-90.384902954101563,28.576961517334041
5553,5553,27.3499985,-90.343231201171875,28.576961517334041
5554,5554,27.2849998,-90.301559448242188,28.576961517334041
5555,5555,27.2699986,-90.259887695312500,28.576961517334041
5556,5556,27.3799992,-90.218215942382813,28.576961517334041
5557,5557,27.6499996,-90.176544189453125,28.576961517334041
5558,5558,27.7649994,-90.134872436523438,28.576961517334041
5559,5559,27.7600002,-90.093200683593750,28.576961517334041
5560,5560,27.7150002,-90.051528930664063,28.576961517334041
5561,5561,27.6649990,-90.009857177734375,28.576961517334041
5562,5562,27.6499996,-89.968185424804631,28.576961517334041
5563,5563,27.6250000,-89.926513671874943,28.576961517334041
5564,5564,27.5550003,-89.884841918945256,28.576961517334041
5565,5565,27.4249992,-89.843170166015568,28.576961517334041
5566,5566,27.3599987,-89.801498413085881,28.576961517334041
5567,5567,27.1899986,-89.759826660156193,28.576961517334041
5568,5568,27.1499996,-89.718154907226506,28.576961517334041
5569,5569,27.2199993,-89.676483154296818,28.576961517334041
5570,5570,27.1700001,-89.634811401367131,28.576961517334041
5571,5571,27.2199993,-89.593139648437386,28.576961517334041
5572,5572,27.2899990,-89.551467895507699,28.576961517334041
5573,5573,27.3799992,-89.509796142578125,28.576961517334041
5574,5574,27.2950001,-89.468124389648437,28.576961517334041
5575,5575,27.2349987,-89.426452636718750,28.576961517334041
5576,5576,26.2199993,-89.384780883789063,28.576961517334041
5577,5577,26.2199993,-89.343109130859375,28.576961517334041
5578,5578,27.0599995,-89.134750366210938,28.576961517334041
5579,5579,27.2099991,-89.093078613281250,28.576961517334041
5580,5580,27.3349991,-89.051406860351563,28.576961517334041
5581,5581,27.3349991,-89.009735107421875,28.576961517334041
5582,5582,27.2799988,-88.968063354492188,28.576961517334041
5583,5583,27.1849995,-88.926391601562443,28.576961517334041
5584,5584,26.6549988,-88.884719848632756,28.576961517334041
5585,5585,26.6549988,-88.843048095703068,28.576961517334041
5586,5586,27.0000000,-88.509674072265511,28.576961517334041
5587,5587,27.0100002,-88.468002319335937,28.576961517334041
5588,5588,27.2449989,-88.426330566406250,28.576961517334041
5589,5589,27.6250000,-88.384658813476562,28.576961517334041
5590,5590,27.9549999,-88.342987060546875,28.576961517334041
5591,5591,27.9599991,-88.301315307617188,28.576961517334041
5592,5592,27.8799992,-88.259643554687500,28.576961517334041
5593,5593,27.6049995,-88.217971801757813,28.576961517334041
5594,5594,27.6049995,-88.176300048828125,28.576961517334041
5595,5595,27.2649994,-87.717910766601506,28.576961517334041
5596,5596,27.1299992,-87.676239013671818,28.576961517334041
5597,5597,27.0649986,-87.634567260742131,28.576961517334041
5598,5598,26.7349987,-87.551223754882756,28.576961517334041
5599,5599,26.7349987,-87.509552001953011,28.576961517334041
5600,5600,26.6399994,-87.467880249023324,28.576961517334041
5601,5601,26.5699997,-87.426208496093750,28.576961517334041
5602,5602,26.5450001,-87.384536743164062,28.576961517334041
5603,5603,26.7649994,-87.342864990234375,28.576961517334041
5604,5604,26.7999992,-87.301193237304688,28.576961517334041
5605,5605,26.9399986,-87.259521484375000,28.576961517334041
5606,5606,27.1049995,-87.217849731445313,28.576961517334041
5607,5607,27.0499992,-87.176177978515625,28.576961517334041
5608,5608,27.4300003,-87.134506225585938,28.576961517334041
5609,5609,27.4799995,-87.092834472656250,28.576961517334041
5610,5610,27.5749989,-87.051162719726563,28.576961517334041
5611,5611,27.6449986,-87.009490966796875,28.576961517334041
5612,5612,27.6449986,-86.967819213867188,28.576961517334041
5613,5613,27.5999985,-86.926147460937500,28.576961517334041
5614,5614,27.6049995,-86.884475708007813,28.576961517334041
5615,5615,27.5149994,-86.801132202148381,28.576961517334041
5616,5616,27.5149994,-86.759460449218693,28.576961517334041
5617,5617,27.0199986,-85.842681884765625,28.576961517334041
5618,5618,27.0199986,-85.801010131835881,28.576961517334041
5619,5619,26.7449989,-85.759338378906193,28.576961517334041
5620,5620,26.7249985,-85.717666625976506,28.576961517334041
5621,5621,26.7099991,-85.300949096679688,28.576961517334041
5622,5622,27.3449993,-85.259277343750000,28.576961517334041
5623,5623,27.3449993,-85.217605590820313,28.576961517334041
5624,5624,26.6399994,-83.717422485351506,28.576961517334041
5625,5625,26.6399994,-83.675750732421818,28.576961517334041
5626,5626,25.0799999,-83.634078979492131,28.576961517334041
5627,5627,26.4549999,-83.550735473632756,28.576961517334041
5628,5628,26.1599998,-83.509063720703068,28.576961517334041
5629,5629,26.1899986,-83.467391967773381,28.576961517334041
5630,5630,26.7799988,-83.425720214843693,28.576961517334041
5631,5631,26.6800003,-83.384048461914006,28.576961517334041
5632,5632,26.4149990,-83.342376708984261,28.576961517334041
5633,5633,26.3549995,-83.300704956054574,28.576961517334041
5634,5634,25.8850002,-83.259033203125000,28.576961517334041
5635,5635,26.3149986,-83.217361450195313,28.576961517334041
5636,5636,26.2849998,-83.175689697265625,28.576961517334041
5637,5637,26.3149986,-83.134017944335938,28.576961517334041
5638,5638,26.2849998,-83.092346191406250,28.576961517334041
5639,5639,26.1350002,-83.050674438476562,28.576961517334041
5640,5640,25.9499989,-83.009002685546875,28.576961517334041
5641,5641,25.8149986,-82.967330932617188,28.576961517334041
5642,5642,25.6700001,-82.925659179687500,28.576961517334041
5643,5643,25.3699989,-82.883987426757813,28.576961517334041
5644,5644,25.0049992,-82.842315673828125,28.576961517334041
5645,5645,24.7600002,-82.800643920898438,28.576961517334041
5646,5646,24.5450001,-82.758972167968750,28.576961517334041
5647,5647,24.3449993,-82.717300415039063,28.576961517334041
5648,5648,23.9750004,-82.675628662109318,28.576961517334041
5649,5649,23.9149990,-82.633956909179631,28.576961517334041
5650,5650,25.9499989,-80.967086791992188,28.576961517334041
5651,5651,25.9499989,-80.925415039062500,28.576961517334041
5652,5652,25.7049999,-80.800399780273438,28.576961517334041
5653,5653,25.7150002,-80.758728027343750,28.576961517334041
5654,5654,25.7749996,-80.717056274414063,28.576961517334041
5655,5655,26.4249992,-80.592041015624943,28.576961517334041
5656,5656,26.4699993,-80.550369262695256,28.576961517334041
5657,5657,26.4300003,-80.508697509765568,28.576961517334041
5658,5658,26.3649998,-80.467025756835881,28.576961517334041
5659,5659,26.3899994,-80.425354003906193,28.576961517334041
5660,5660,26.5450001,-80.383682250976506,28.576961517334041
5661,5661,26.5450001,-80.342010498046818,28.576961517334041
5662,5662,26.5450001,-80.300338745117131,28.576961517334041
5663,5663,26.7099991,-80.258666992187443,28.576961517334041
5664,5664,25.4200001,-95.302169799804688,28.535289764404297
5665,5665,26.1149998,-95.260498046875000,28.535289764404297
5666,5666,26.8850002,-95.218826293945313,28.535289764404297
5667,5667,26.7299995,-95.177154541015568,28.535289764404297
5668,5668,26.7299995,-95.135482788085881,28.535289764404297
5669,5669,26.7299995,-95.093811035156193,28.535289764404297
5670,5670,27.0550003,-95.052139282226506,28.535289764404297
5671,5671,27.2449989,-95.010467529296818,28.535289764404297
5672,5672,27.2849998,-94.968795776367131,28.535289764404297
5673,5673,27.3149986,-94.927124023437443,28.535289764404297
5674,5674,26.2249985,-91.260009765625000,28.535289764404297
5675,5675,26.2249985,-91.218338012695313,28.535289764404297
5676,5676,26.6149998,-91.009979248046818,28.535289764404297
5677,5677,26.2849998,-90.968307495117131,28.535289764404297
5678,5678,26.2849998,-90.926635742187443,28.535289764404297
5679,5679,26.6949997,-90.843292236328068,28.535289764404297
5680,5680,26.5649986,-90.801620483398381,28.535289764404297
5681,5681,26.4899998,-90.759948730468693,28.535289764404297
5682,5682,26.5299988,-90.718276977539006,28.535289764404297
5683,5683,26.8699989,-90.676605224609318,28.535289764404297
5684,5684,26.9599991,-90.634933471679574,28.535289764404297
5685,5685,27.0450001,-90.593261718749886,28.535289764404297
5686,5686,27.1899986,-90.551589965820313,28.535289764404297
5687,5687,27.2849998,-90.509918212890625,28.535289764404297
5688,5688,27.3349991,-90.468246459960937,28.535289764404297
5689,5689,27.3649998,-90.426574707031250,28.535289764404297
5690,5690,27.3649998,-90.384902954101563,28.535289764404297
5691,5691,27.2549992,-90.343231201171875,28.535289764404297
5692,5692,27.2249985,-90.301559448242188,28.535289764404297
5693,5693,27.2600002,-90.259887695312500,28.535289764404297
5694,5694,27.2399998,-90.218215942382813,28.535289764404297
5695,5695,27.4099998,-90.176544189453125,28.535289764404297
5696,5696,27.6499996,-90.134872436523438,28.535289764404297
5697,5697,27.8149986,-90.093200683593750,28.535289764404297
5698,5698,27.7449989,-90.051528930664063,28.535289764404297
5699,5699,27.7099991,-90.009857177734375,28.535289764404297
5700,5700,27.7349987,-89.968185424804631,28.535289764404297
5701,5701,27.6049995,-89.926513671874943,28.535289764404297
5702,5702,27.5599995,-89.884841918945256,28.535289764404297
5703,5703,27.5649986,-89.843170166015568,28.535289764404297
5704,5704,27.5599995,-89.801498413085881,28.535289764404297
5705,5705,27.5450001,-89.759826660156193,28.535289764404297
5706,5706,27.5249996,-89.718154907226506,28.535289764404297
5707,5707,27.4899998,-89.676483154296818,28.535289764404297
5708,5708,27.3750000,-89.634811401367131,28.535289764404297
5709,5709,27.2899990,-89.593139648437386,28.535289764404297
5710,5710,27.1049995,-89.551467895507699,28.535289764404297
5711,5711,26.8199997,-89.509796142578125,28.535289764404297
5712,5712,26.5649986,-89.468124389648437,28.535289764404297
5713,5713,26.5299988,-89.426452636718750,28.535289764404297
5714,5714,26.4549999,-89.384780883789063,28.535289764404297
5715,5715,26.1899986,-89.343109130859375,28.535289764404297
5716,5716,26.9549999,-89.301437377929688,28.535289764404297
5717,5717,27.3549995,-89.134750366210938,28.535289764404297
5718,5718,27.2249985,-89.093078613281250,28.535289764404297
5719,5719,27.1449986,-89.051406860351563,28.535289764404297
5720,5720,27.1849995,-89.009735107421875,28.535289764404297
5721,5721,27.3299999,-88.968063354492188,28.535289764404297
5722,5722,27.0999985,-88.926391601562443,28.535289764404297
5723,5723,26.9799995,-88.884719848632756,28.535289764404297
5724,5724,26.9200001,-88.843048095703068,28.535289764404297
5725,5725,26.8850002,-88.801376342773381,28.535289764404297
5726,5726,26.8799992,-88.759704589843693,28.535289764404297
5727,5727,26.6599998,-88.718032836914006,28.535289764404297
5728,5728,26.6599998,-88.676361083984318,28.535289764404297
5729,5729,26.2649994,-88.593017578124943,28.535289764404297
5730,5730,26.9699993,-88.551345825195199,28.535289764404297
5731,5731,26.9849987,-88.509674072265511,28.535289764404297
5732,5732,27.0399990,-88.468002319335937,28.535289764404297
5733,5733,26.9349995,-88.426330566406250,28.535289764404297
5734,5734,27.5599995,-88.384658813476562,28.535289764404297
5735,5735,27.6049995,-88.342987060546875,28.535289764404297
5736,5736,27.8149986,-88.301315307617188,28.535289764404297
5737,5737,27.6199989,-88.259643554687500,28.535289764404297
5738,5738,27.7899990,-88.217971801757813,28.535289764404297
5739,5739,27.8649998,-88.176300048828125,28.535289764404297
5740,5740,27.8549995,-88.134628295898438,28.535289764404297
5741,5741,27.8299999,-88.092956542968750,28.535289764404297
5742,5742,27.2649994,-87.717910766601506,28.535289764404297
5743,5743,27.1299992,-87.676239013671818,28.535289764404297
5744,5744,27.0649986,-87.634567260742131,28.535289764404297
5745,5745,26.7349987,-87.551223754882756,28.535289764404297
5746,5746,26.7349987,-87.509552001953011,28.535289764404297
5747,5747,26.6399994,-87.467880249023324,28.535289764404297
5748,5748,26.7749996,-87.426208496093750,28.535289764404297
5749,5749,27.2449989,-87.384536743164062,28.535289764404297
5750,5750,27.4099998,-87.342864990234375,28.535289764404297
5751,5751,27.4200001,-87.301193237304688,28.535289764404297
5752,5752,27.4699993,-87.259521484375000,28.535289764404297
5753,5753,27.1049995,-87.217849731445313,28.535289764404297
5754,5754,27.0000000,-87.176177978515625,28.535289764404297
5755,5755,26.8499985,-87.134506225585938,28.535289764404297
5756,5756,26.9549999,-87.092834472656250,28.535289764404297
5757,5757,27.3299999,-87.051162719726563,28.535289764404297
5758,5758,27.5249996,-87.009490966796875,28.535289764404297
5759,5759,27.5550003,-86.967819213867188,28.535289764404297
5760,5760,27.5249996,-86.926147460937500,28.535289764404297
5761,5761,27.4549999,-86.884475708007813,28.535289764404297
5762,5762,27.5100002,-86.842803955078068,28.535289764404297
5763,5763,27.5349998,-86.801132202148381,28.535289764404297
5764,5764,27.5649986,-86.759460449218693,28.535289764404297
5765,5765,27.6250000,-86.717788696289006,28.535289764404297
5766,5766,27.5399990,-86.676116943359318,28.535289764404297
5767,5767,27.5450001,-86.634445190429631,28.535289764404297
5768,5768,27.5450001,-86.592773437499943,28.535289764404297
5769,5769,27.5799999,-86.551101684570256,28.535289764404297
5770,5770,27.7199993,-86.426086425781136,28.535289764404297
5771,5771,27.7199993,-86.384414672851562,28.535289764404297
5772,5772,26.8799992,-86.342742919921875,28.535289764404297
5773,5773,26.8799992,-86.301071166992188,28.535289764404297
5774,5774,26.8299999,-86.009368896484375,28.535289764404297
5775,5775,27.0349998,-85.967697143554688,28.535289764404297
5776,5776,27.3149986,-85.926025390625000,28.535289764404297
5777,5777,27.3149986,-85.884353637695313,28.535289764404297
5778,5778,27.3599987,-85.842681884765625,28.535289764404297
5779,5779,27.3649998,-85.801010131835881,28.535289764404297
5780,5780,26.7449989,-85.759338378906193,28.535289764404297
5781,5781,26.7249985,-85.717666625976506,28.535289764404297
5782,5782,27.3649998,-85.675994873046818,28.535289764404297
5783,5783,27.3649998,-85.634323120117131,28.535289764404297
5784,5784,26.1899986,-85.425964355468636,28.535289764404297
5785,5785,27.0799999,-85.384292602538949,28.535289764404297
5786,5786,27.0949993,-85.342620849609375,28.535289764404297
5787,5787,27.0949993,-85.300949096679688,28.535289764404297
5788,5788,27.3449993,-85.259277343750000,28.535289764404297
5789,5789,27.3449993,-85.217605590820313,28.535289764404297
5790,5790,27.4399986,-85.175933837890625,28.535289764404297
5791,5791,27.4399986,-85.134262084960938,28.535289764404297
5792,5792,26.6499996,-84.800888061523438,28.535289764404297
5793,5793,26.6499996,-84.759216308593693,28.535289764404297
5794,5794,26.4249992,-84.717544555664006,28.535289764404297
5795,5795,26.4899998,-84.675872802734318,28.535289764404297
5796,5796,26.8400002,-84.634201049804631,28.535289764404297
5797,5797,26.2799988,-83.800765991210938,28.535289764404297
5798,5798,26.3050003,-83.759094238281250,28.535289764404297
5799,5799,26.6250000,-83.717422485351506,28.535289764404297
5800,5800,26.6299992,-83.675750732421818,28.535289764404297
5801,5801,26.5749989,-83.634078979492131,28.535289764404297
5802,5802,25.9849987,-83.592407226562443,28.535289764404297
5803,5803,26.1499996,-83.550735473632756,28.535289764404297
5804,5804,26.1499996,-83.509063720703068,28.535289764404297
5805,5805,26.3499985,-83.467391967773381,28.535289764404297
5806,5806,26.3499985,-83.425720214843693,28.535289764404297
5807,5807,26.2899990,-83.384048461914006,28.535289764404297
5808,5808,26.3949986,-83.342376708984261,28.535289764404297
5809,5809,26.3299999,-83.300704956054574,28.535289764404297
5810,5810,26.5550003,-83.259033203125000,28.535289764404297
5811,5811,26.5450001,-83.217361450195313,28.535289764404297
5812,5812,26.5100002,-83.175689697265625,28.535289764404297
5813,5813,26.3949986,-83.134017944335938,28.535289764404297
5814,5814,26.3449993,-83.092346191406250,28.535289764404297
5815,5815,26.2299995,-83.050674438476562,28.535289764404297
5816,5816,26.0349998,-83.009002685546875,28.535289764404297
5817,5817,25.8649998,-82.967330932617188,28.535289764404297
5818,5818,25.6599998,-82.925659179687500,28.535289764404297
5819,5819,25.3500004,-82.883987426757813,28.535289764404297
5820,5820,25.0100002,-82.842315673828125,28.535289764404297
5821,5821,24.8699989,-82.800643920898438,28.535289764404297
5822,5822,24.8699989,-82.758972167968750,28.535289764404297
5823,5823,24.4049988,-82.717300415039063,28.535289764404297
5824,5824,24.2399998,-82.675628662109318,28.535289764404297
5825,5825,24.1499996,-82.633956909179631,28.535289764404297
5826,5826,25.9499989,-80.967086791992188,28.535289764404297
5827,5827,25.9499989,-80.925415039062500,28.535289764404297
5828,5828,26.0799999,-80.800399780273438,28.535289764404297
5829,5829,26.0799999,-80.758728027343750,28.535289764404297
5830,5830,26.0799999,-80.717056274414063,28.535289764404297
5831,5831,25.6549988,-80.675384521484375,28.535289764404297
5832,5832,26.4249992,-80.592041015624943,28.535289764404297
5833,5833,26.4899998,-80.550369262695256,28.535289764404297
5834,5834,26.4699993,-80.508697509765568,28.535289764404297
5835,5835,26.4099998,-80.467025756835881,28.535289764404297
5836,5836,26.4300003,-80.425354003906193,28.535289764404297
5837,5837,26.5849991,-80.383682250976506,28.535289764404297
5838,5838,26.5949993,-80.342010498046818,28.535289764404297
5839,5839,26.5599995,-80.300338745117131,28.535289764404297
5840,5840,26.5499992,-80.258666992187443,28.535289764404297
5841,5841,26.9349995,-95.260498046875000,28.493618011474723
5842,5842,26.9349995,-95.218826293945313,28.493618011474723
5843,5843,26.9349995,-95.177154541015568,28.493618011474723
5844,5844,26.9899998,-95.052139282226506,28.493618011474723
5845,5845,27.0649986,-95.010467529296818,28.493618011474723
5846,5846,27.2099991,-94.968795776367131,28.493618011474723
5847,5847,26.2249985,-91.260009765625000,28.493618011474723
5848,5848,26.2249985,-91.218338012695313,28.493618011474723
5849,5849,26.6149998,-91.009979248046818,28.493618011474723
5850,5850,26.6149998,-90.968307495117131,28.493618011474723
5851,5851,26.6949997,-90.843292236328068,28.493618011474723
5852,5852,26.5649986,-90.801620483398381,28.493618011474723
5853,5853,26.5649986,-90.759948730468693,28.493618011474723
5854,5854,26.7600002,-90.718276977539006,28.493618011474723
5855,5855,26.9849987,-90.676605224609318,28.493618011474723
5856,5856,27.0450001,-90.634933471679574,28.493618011474723
5857,5857,27.0699997,-90.593261718749886,28.493618011474723
5858,5858,27.0550003,-90.551589965820313,28.493618011474723
5859,5859,27.0499992,-90.509918212890625,28.493618011474723
5860,5860,27.2049999,-90.468246459960937,28.493618011474723
5861,5861,27.3149986,-90.426574707031250,28.493618011474723
5862,5862,27.3400002,-90.384902954101563,28.493618011474723
5863,5863,27.2749996,-90.343231201171875,28.493618011474723
5864,5864,27.2699986,-90.301559448242188,28.493618011474723
5865,5865,27.2600002,-90.259887695312500,28.493618011474723
5866,5866,27.2399998,-90.218215942382813,28.493618011474723
5867,5867,27.2299995,-90.176544189453125,28.493618011474723
5868,5868,27.3199997,-90.134872436523438,28.493618011474723
5869,5869,27.6449986,-90.093200683593750,28.493618011474723
5870,5870,27.7549992,-90.051528930664063,28.493618011474723
5871,5871,27.8449993,-90.009857177734375,28.493618011474723
5872,5872,27.8750000,-89.968185424804631,28.493618011474723
5873,5873,27.8750000,-89.926513671874943,28.493618011474723
5874,5874,27.8349991,-89.884841918945256,28.493618011474723
5875,5875,27.7299995,-89.843170166015568,28.493618011474723
5876,5876,27.5849991,-89.801498413085881,28.493618011474723
5877,5877,27.5749989,-89.759826660156193,28.493618011474723
5878,5878,27.6449986,-89.718154907226506,28.493618011474723
5879,5879,27.6800003,-89.676483154296818,28.493618011474723
5880,5880,27.5699997,-89.634811401367131,28.493618011474723
5881,5881,27.2500000,-89.593139648437386,28.493618011474723
5882,5882,27.0299988,-89.551467895507699,28.493618011474723
5883,5883,26.9650002,-89.509796142578125,28.493618011474723
5884,5884,27.0149994,-89.468124389648437,28.493618011474723
5885,5885,26.9499989,-89.426452636718750,28.493618011474723
5886,5886,26.8349991,-89.384780883789063,28.493618011474723
5887,5887,26.9449997,-89.343109130859375,28.493618011474723
5888,5888,26.9549999,-89.301437377929688,28.493618011474723
5889,5889,26.7649994,-89.093078613281250,28.493618011474723
5890,5890,26.7649994,-89.051406860351563,28.493618011474723
5891,5891,27.1399994,-89.009735107421875,28.493618011474723
5892,5892,27.2999992,-88.968063354492188,28.493618011474723
5893,5893,27.2799988,-88.926391601562443,28.493618011474723
5894,5894,27.1949997,-88.884719848632756,28.493618011474723
5895,5895,26.9449997,-88.843048095703068,28.493618011474723
5896,5896,26.6849995,-88.801376342773381,28.493618011474723
5897,5897,26.6749992,-88.759704589843693,28.493618011474723
5898,5898,26.6599998,-88.718032836914006,28.493618011474723
5899,5899,26.6599998,-88.676361083984318,28.493618011474723
5900,5900,26.2649994,-88.593017578124943,28.493618011474723
5901,5901,26.7299995,-88.551345825195199,28.493618011474723
5902,5902,26.9300003,-88.509674072265511,28.493618011474723
5903,5903,27.0199986,-88.468002319335937,28.493618011474723
5904,5904,26.9349995,-88.426330566406250,28.493618011474723
5905,5905,26.9499989,-88.384658813476562,28.493618011474723
5906,5906,27.2600002,-88.342987060546875,28.493618011474723
5907,5907,27.6549988,-88.301315307617188,28.493618011474723
5908,5908,27.7349987,-88.259643554687500,28.493618011474723
5909,5909,27.9149990,-88.217971801757813,28.493618011474723
